,method,n,mse_run,mse_method,mae_run,mae_method,hp,uid,epochs,mae_diff,mse_diff
18,OrtogonalLatinHyperCube,25,0.029702656684697324,0.008198078262563628,0.08638305123874276,0.05323779362218199,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192309,101.0,0.03314525761656077,0.021504578422133696
19,OrtogonalLatinHyperCube,49,0.006721286542243892,0.002428957695159017,0.03231822845040738,0.023723224038284745,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192327,368.0,0.008595004412122638,0.004292328847084875
20,OrtogonalLatinHyperCube,121,0.004199082277427864,0.00986840556062971,0.01729439798816943,0.02787221719588945,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192427,400.0,0.01057781920772002,0.005669323283201845
21,OrtogonalLatinHyperCube,169,0.0023823596731516066,0.002434603903126884,0.011227296557006121,0.014531852349009262,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192532,400.0,0.003304555792003141,5.224422997527744e-05
22,OrtogonalLatinHyperCube,529,1.906432385148744e-05,1.692718778534803e-05,0.001052381791382915,0.001243822951987181,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192637,400.0,0.0001914411606042661,2.1371360661394077e-06
23,OrtogonalLatinHyperCube,1849,9.434368728043818e-07,1.3517479340176053e-06,0.00041018592926313354,0.000494919673797473,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192751,400.0,8.473374453433948e-05,4.0831106121322346e-07
24,GREEDYFP,25,0.028705387617409133,0.04834763731963395,0.08421717782911613,0.1191261434125135,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192930,139.0,0.03490896558339737,0.019642249702224817
25,GREEDYFP,49,0.010200016017958351,0.013837432766680318,0.06200290366568942,0.07634884094755703,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_192953,400.0,0.014345937281867616,0.0036374167487219673
26,GREEDYFP,121,0.0017423857869831346,0.0024310959375400004,0.011885256806978856,0.01332653224721635,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_193058,400.0,0.0014412754402374946,0.0006887101505568657
27,GREEDYFP,169,0.003159061694545205,0.003189331717862013,0.015458207102110079,0.019346793074725734,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_193204,400.0,0.0038885859726156546,3.0270023316807896e-05
28,GREEDYFP,529,9.713870615116477e-05,0.0001377766850448586,0.004221494843156555,0.004666112730571884,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_193311,167.0,0.00044461788741532917,4.0637978893693844e-05
29,GREEDYFP,1849,4.520978521488695e-05,3.350638284926578e-05,0.0030146944212073304,0.0027089603625455806,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.001, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240606_193444,160.0,0.0003057340586617497,1.1703402365621168e-05
