index,method,n,mse_run,mse_method,mae_run,mae_method,me_run,me_method,hp,uid,epochs,fold,mae_diff,mse_diff,bias_method,bias_run
71,Grid,49,0.0008908921342813,0.0016781329721805,0.0166894947982067,0.0179400716880602,0.0014115406428873,0.000441701184642,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132525,400,1,0.0012505768898535,0.0007872408378991,0.0001162601174927,0.0022364626533943
72,Grid,49,0.0039159586702133,0.0065221205758685,0.0306471357183695,0.0411710912369631,0.0099116418338063,0.0152053882558981,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132542,400,2,0.0105239555185936,0.0026061619056551,0.0354491808796124,0.0250872524750899
73,Grid,49,0.0006343632155064,7.724882834103292e-05,0.0130918131644608,0.0047866643142516,0.0006683922709215,0.0017958051810156,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132559,394,3,0.0083051488502092,0.0005571143871654,0.0417471218323939,0.0007042467420987
74,Grid,49,0.0055659143436184,0.0106627324094939,0.0357171685636076,0.0532781452100897,0.0061439162173194,0.0084949314239085,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132617,353,4,0.0175609766464821,0.0050968180658755,0.006767858099173,0.0067819416820024
75,Grid,49,0.0044116479125701,0.0079619394597405,0.0305757856174017,0.0418135950870856,0.0121404144816001,0.0134869540406524,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132632,400,5,0.0112378094696839,0.0035502915471703,0.0228459322272465,0.0334092082382841
76,Grid,49,0.0014451310477192,0.0013347907615715,0.0195260540728786,0.0096200164313132,0.0029916677462078,-0.005922729624447,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132653,400,6,0.0099060376415654,0.0001103402861477,0.0262803183946238,0.0061932624849664
77,Grid,49,0.0071242918308644,0.0125281546106127,0.0417942493808033,0.0512619160900016,-0.0108479208577741,-0.0166927894565411,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132710,341,7,0.0094676667091982,0.0054038627797482,0.0222418407579648,0.0165177662187727
78,Grid,49,0.0013259419215392,0.0010436817967315,0.0193758696981799,0.014835316238886,0.0055488943994106,0.0014202169893425,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132725,400,8,0.0045405534592939,0.0002822601248077,0.0019325969880223,0.0232214009947478
79,Grid,49,0.0074214056468582,0.011227027705954,0.0425648133525217,0.0471598665151543,-0.0173981113541068,-0.0182419896337696,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132742,269,9,0.0045950531626325,0.0038056220590958,0.0296400966056297,0.0407866505475337
80,Grid,121,0.0001852047893199,0.0004220184690596,0.0052673000349327,0.0071904958649902,0.0004464619649256,0.0054717540985398,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132754,400,0,0.0019231958300575,0.0002368136797397,0.0709449825302648,0.0010762588098136
81,Grid,121,0.0004123699895878,0.0003836547366104,0.007237830080622,0.0076754758113785,0.0031970421291104,0.0046242654399019,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132812,339,1,0.0004376457307564,2.87152529774644e-05,0.0557371741258765,0.0247861838479617
82,Grid,121,0.0002062409928584,0.000296699191098,0.007677889669307,0.0065940069077644,-0.0053556362985659,-0.0002402147337939,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132828,350,2,0.0010838827615426,9.045819823967508e-05,0.0001944835714521,0.1390743894556856
83,Grid,121,0.0004680323543555,0.0003157746323682,0.0107225459050463,0.0092117225391003,-0.0085402765431002,-0.0032454579726517,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132844,203,3,0.0015108233659459,0.0001522577219873,0.0333560595835514,0.1558360714892212
84,Grid,121,0.0013596810230241,0.000525342303231,0.0149569257346438,0.012187423251573,-0.0033962174021839,0.0042815182226925,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132854,227,4,0.0027695024830708,0.000834338719793,0.0348941978944071,0.0084830871708742
85,Grid,121,0.0003740338939479,0.0005026552152469,0.0101705439027984,0.0088203698046929,-0.0078394888435385,-0.0018568088572452,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132906,323,5,0.0013501740981054,0.0001286213212989,0.006859053736567,0.1643102037606009
86,Grid,121,0.0002722054978843,0.001595999110215,0.006380739068034,0.010860161992684,-0.0025698918114035,0.0045922613620432,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132921,363,6,0.00447942292465,0.0013237936123307,0.0132135815630082,0.0242623458146506
87,Grid,121,0.0001390811335603,0.0003055383368367,0.0054317385612807,0.0060577312403823,-0.00184910485814,0.0009415402276506,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132937,354,7,0.0006259926791015,0.0001664572032764,0.0029014296846096,0.0245841307794188
88,Grid,121,0.0001286250710423,0.0004154115683181,0.0040806816437333,0.0054034155626425,-0.0006279374623697,0.0043641099083242,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_132953,400,8,0.0013227339189092,0.0002867864972757,0.0458471952744146,0.0030655412156579
89,Grid,121,0.000190133743592,0.0006250884687354,0.0059132205027243,0.0087579823967124,-0.0007986171861991,0.0034468195671851,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133012,400,9,0.0028447618939881,0.0004349547251434,0.0190062138768358,0.003354425143288
90,Grid,169,6.80617131922939e-05,4.5540856706945417e-05,0.003439122959432,0.003386097733831,-0.0011421190722318,-0.0009646791469801,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133031,391,0,5.3025225600971445e-05,2.252085648534849e-05,0.0204345267944054,0.0191654884071229
91,Grid,169,8.36288438682749e-05,6.145953669479396e-05,0.003448583014034,0.0028754285598748,-0.000748336989278,-0.0006100857567223,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133050,400,1,0.0005731544541592,2.2169307173480944e-05,0.0060560923588444,0.0066963528803987
92,Grid,169,0.0001365692255198,5.247028880572319e-05,0.0044797214329591,0.0034749365595498,0.0001166359045807,-0.0013197692556964,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133109,400,2,0.0010047848734092,8.409893671409107e-05,0.0331957556919632,9.961200398983508e-05
93,Grid,169,5.118836599819953e-05,5.298215851120899e-05,0.0028338029333239,0.0030264001224315,-0.0002592459970234,-0.0011778678382214,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133128,400,3,0.0001925971891075,1.7937925130094562e-06,0.0261856572722118,0.0013129641015511
94,Grid,169,6.936031761869639e-05,0.0001256636975071,0.0032343297729429,0.0041114309131535,-0.000394373771254,-0.0012452066850748,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133148,400,4,0.0008771011402105,5.630337988845549e-05,0.0123388036426889,0.0022423581205057
95,Grid,169,5.528176407414814e-05,4.311149684293377e-05,0.0032699566773029,0.0028662429502075,0.0001850145635226,-0.0012332596750266,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133207,400,5,0.0004037137270953,1.2170267231214364e-05,0.0352789751556984,0.0006191985601179
96,Grid,169,6.82839333665728e-05,3.420829957656156e-05,0.0033462443094461,0.0030117203398636,-0.0003070479615711,-0.0004459137283603,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133226,400,6,0.0003345239695825,3.4075633790011245e-05,0.0058125968142682,0.0013806827764135
97,Grid,169,0.0001336127842216,8.488832832335414e-05,0.0051792404887601,0.0046081084784496,-0.0003919266217385,-0.0007995460532824,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133246,400,7,0.0005711320103105,4.872445589829471e-05,0.0075307631089692,0.0011496390687628
98,Grid,169,7.066302421891492e-05,3.832033622958695e-05,0.0031445111307756,0.0031403884870644,-0.0006489240977739,-0.0012253563373916,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133305,400,8,4.122643711154325e-06,3.2342687989327966e-05,0.0391828021703683,0.0059593045914245
99,Grid,169,0.0001129191096643,0.000212961125248,0.0041898694436238,0.005512329484333,-0.0009931200196003,-0.0019876040346841,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133324,400,9,0.0013224600407092,0.0001000420155836,0.0185506617420972,0.0087344593511462
100,Grid,529,1.2892420876241384e-05,1.084738823409357e-05,0.0015362430497299,0.0014138818988232,-0.0004646039056792,-0.0001616255618031,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133343,400,0,0.0001223611509067,2.0450326421478127e-06,0.0024082130799066,0.0167429213833857
101,Grid,529,1.0200323003411689e-05,7.909704068945601e-06,0.0013476474682957,0.0011269538460617,-2.3282804281643535e-05,-0.0002144326890214,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133410,400,1,0.0002206936222339,2.2906189344660875e-06,0.0058132867829401,5.314429504203023e-05
102,Grid,529,1.4998943908587056e-05,1.0108704814665644e-05,0.0016862181762854,0.001425027722937,-0.0001504139072352,-4.1569656943833325e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133437,400,2,0.0002611904533484,4.890239093921413e-06,0.0001709453792656,0.0015083957662388
103,Grid,529,1.7692839489760658e-05,1.0648291043830922e-05,0.0016574946587044,0.0015803213740377,-0.0004703914902206,-0.000323381408538,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133503,400,3,7.717328466668198e-05,7.044548445929736e-06,0.0098208750077941,0.0125060849729671
104,Grid,529,1.690917040772248e-05,5.471980828100854e-06,0.0014926420738653,0.000990589469295,-0.0002801412887213,-0.0001019426474181,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133529,400,4,0.0005020526045702,1.1437189579621625e-05,0.0018991849001451,0.0046412177389038
105,Grid,529,1.4598434200328471e-05,2.5682923010641743e-05,0.0014254047798909,0.0016138090700001,-0.0004094098451218,-0.0006209166850456,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133556,400,5,0.0001884042901092,1.1084488810313274e-05,0.0150114350149446,0.0114818081845357
106,Grid,529,1.1315109168938022e-05,1.558572189987382e-05,0.0013970058836017,0.0012487060741547,-7.741805811569967e-05,6.288136964783248e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133622,400,6,0.0001482998094469,4.270612730935798e-06,0.000253698011179,0.0005296949090742
107,Grid,529,1.0112408642216574e-05,1.1253886138148906e-05,0.0012455570197978,0.0013690199038266,-0.0002217035369386,-0.0003197375634901,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133648,400,7,0.0001234628840287,1.141477495932332e-06,0.0090841606403035,0.0048606083901618
108,Grid,529,1.5776825788481977e-05,1.3861908130983403e-05,0.0015949340932297,0.0015829924090225,3.333867283345258e-06,0.0002176074453966,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133714,400,8,1.194168420715438e-05,1.914917657498574e-06,0.0034160520935953,7.044934901337543e-07
109,Grid,529,1.0874718244532652e-05,1.2119399234858448e-05,0.00129333856067,0.001348049468276,-1.7719583327470824e-05,0.000236701354059,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133742,400,9,5.471090760598052e-05,1.2446809903257945e-06,0.0046229627333546,2.8872806286915957e-05
110,Grid,1849,5.324127579075009e-06,8.431221065343368e-06,0.0009581574036443,0.0010616454981973,-0.0001246468559865,-0.0001474543087741,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133809,400,0,0.000103488094553,3.1070934862683597e-06,0.0025788403610298,0.0029181942912861
111,Grid,1849,3.975999524017352e-06,6.717094924622973e-06,0.0009447409502317,0.0011126967908732,-0.0002072093438207,-0.000232997154773,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133904,400,1,0.0001679558406415,2.74109540060562e-06,0.0080820168155337,0.0107987216565947
112,Grid,1849,3.373258230503733e-06,6.171302232730376e-06,0.0008276582878579,0.000974920753381,-4.606932732298211e-05,-5.655377340635448e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_133959,400,2,0.000147262465523,2.7980440022266435e-06,0.0005182584106048,0.0006291789050715
113,Grid,1849,3.039018770019651e-06,4.557847943999908e-06,0.0007872124936738,0.0008200836263967,-5.322022593670672e-05,1.798552930922521e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134056,400,3,3.287113272289872e-05,1.5188291739802569e-06,7.097192984659287e-05,0.0009320088696707
114,Grid,1849,7.920805056398846e-06,1.3559484146814057e-05,0.0010885490148087,0.001130414116868,-0.0001677231648701,-2.095781894153581e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134151,400,4,4.186510205924005e-05,5.6386790904152105e-06,3.239283810729621e-05,0.0035515405105605
115,Grid,1849,4.516025046047122e-06,5.66384985174707e-06,0.000937763908339,0.0009566872886004,-0.0001083844341099,-0.0001900494865469,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134245,400,5,1.892338026147889e-05,1.1478248056999475e-06,0.0063770771263703,0.0026012224107622
116,Grid,1849,3.1063268938013104e-06,6.162744729532511e-06,0.0007546359994849,0.0008362585220811,-5.412831278449621e-05,-1.2690679577127894e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134339,400,6,8.162252259619651e-05,3.056417835731201e-06,2.613337971919341e-05,0.0009431957244238
117,Grid,1849,4.056232162912101e-06,5.854471050376079e-06,0.0009826951412625,0.0010936219341181,-0.0001902576458725,-0.0002657209929558,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134435,400,7,0.0001109267928556,1.7982388874639777e-06,0.0120604654954988,0.0089240384571514
118,Grid,1849,6.354290243324366e-06,8.02336561849478e-06,0.0011826185529735,0.0012189115146204,-0.0002543660381539,-0.0002197362093245,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134530,400,8,3.629296164685833e-05,1.6690753751704143e-06,0.006017923647528,0.0101824246121145
119,Grid,1849,4.995941841314511e-06,4.545975786054022e-06,0.0009008769473198,0.0008596151584343,-0.0001963750902092,2.2385512484839705e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134624,400,9,4.1261788885433226e-05,4.49966055260489e-07,0.0001102318166203,0.0077189001152485
120,Grid_sparse,25,0.0276105929102764,0.0054127059263457,0.0836157912788691,0.0389034748583165,-0.0368253693361327,0.0293287628630955,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134718,193,0,0.0447123164205525,0.0221978869839306,0.1589179871924824,0.0491154909693319
121,Grid_sparse,25,0.0278346983744636,0.005897582865065,0.0847171490714328,0.0405205769521116,-0.0345280444594475,0.0325827865180807,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134728,181,1,0.0441965721193212,0.0219371155093985,0.1800123883924612,0.0428309241276828
122,Grid_sparse,25,0.0250719715025075,0.0059985974647912,0.0809293427290325,0.0414265772918934,-0.0310086308130729,0.0324868856797508,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134737,280,2,0.039502765437139,0.0190733740377162,0.1759407507111213,0.0383510002316847
123,Grid_sparse,25,0.0280615701171363,0.0053677817921149,0.0840351798991737,0.0386270658129308,-0.0376092047302835,0.0290921096724572,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134749,202,3,0.0454081140862429,0.0226937883250213,0.1576723641109127,0.0504053149748958
124,Grid_sparse,25,0.0252968781519979,0.0062837330389929,0.0811495685700641,0.0433808935359383,-0.0317450299875778,0.0323438482069325,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134758,238,4,0.0377686750341257,0.019013145113005,0.1664813750586626,0.0398368100149396
125,Grid_sparse,25,0.0282266264213676,0.0054154710083903,0.0842683980285769,0.0390096247399173,-0.0383465037323095,0.0286306168353166,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134809,292,5,0.0452587732886596,0.0228111554129772,0.151364898658068,0.052094583551752
126,Grid_sparse,25,0.0273868797454122,0.0064177256906345,0.0852316488830827,0.0423881948402942,-0.0309784571261113,0.0362631083301117,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134822,151,6,0.0428434540427885,0.0209691540547777,0.2049032771345194,0.0350410420915174
127,Grid_sparse,25,0.0254499644444616,0.005661691640661,0.0812762033768436,0.0408942484792187,-0.0320279471281185,0.0323603908782141,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134830,247,7,0.0403819548976248,0.0197882728038005,0.1849614857633832,0.0403061229999002
128,Grid_sparse,25,0.0272677483543316,0.00548327617385,0.0830820142538706,0.0393012004534484,-0.0365960708521623,0.0293191272168002,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134840,193,8,0.0437808138004221,0.0217844721804815,0.15676963798658,0.0491156212978524
129,Grid_sparse,25,0.0274807078292679,0.0061798569336486,0.084839221373078,0.0414359121205616,-0.0322430181686909,0.0348155168194105,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134850,241,9,0.0434033092525164,0.0213008508956192,0.1961404971695702,0.037830620196737
130,Grid_sparse,49,0.0352546413618087,0.0304482243743385,0.0899455331179497,0.0957486223088861,-0.070036470917481,-0.0832877927849974,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134900,147,0,0.0058030891909364,0.0048064169874702,0.227824662013559,0.1391336592602205
131,Grid_sparse,49,0.0060791418994512,0.0040261035516539,0.0351547953921787,0.0319791204825241,-0.0041438578742291,0.0082720659121825,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134908,328,1,0.0031756749096546,0.0020530383477972,0.0169958555654588,0.0028246680807633
132,Grid_sparse,49,0.0061601567006353,0.0033391310194201,0.0349921127646147,0.0301369418517407,-0.0019787312987956,0.0074917573512486,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134922,385,2,0.0048551709128739,0.0028210256812151,0.0168086930053236,0.0006355970705143
133,Grid_sparse,49,0.0355584446152043,0.0307894930666082,0.0899855013227344,0.0959925786134347,-0.0706087185072564,-0.0838478967543594,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134940,202,3,0.0060070772907003,0.004768951548596,0.2283399007226392,0.1402083579073423
134,Grid_sparse,49,0.0346192897644804,0.0297692274076699,0.0887265084660032,0.0940495981063618,-0.0690135849062321,-0.0817687226348101,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134950,171,4,0.0053230896403586,0.0048500623568104,0.2245985060265906,0.1375786428321372
135,Grid_sparse,49,0.0355676297202429,0.0307577447871943,0.0902082756264861,0.0959535629739699,-0.070244054283344,-0.0834520097334556,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_134958,158,5,0.0057452873474837,0.0048098849330486,0.2264222548413974,0.1387280288557748
136,Grid_sparse,49,0.0050050077557725,0.0030005113720972,0.0293131702363418,0.0294455192295939,-0.0058484683901272,0.0074942178517605,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135006,400,6,0.0001323489932521,0.0020044963836753,0.018717909797619,0.0068340718295326
137,Grid_sparse,49,0.0250651094929177,0.0186148899021372,0.0811732085214128,0.0735580063342348,-0.0332155568457758,-0.0453235977540411,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135025,107,7,0.007615202187178,0.0064502195907805,0.110354051201467,0.0440162935209479
138,Grid_sparse,49,0.0059402677854273,0.0027564553615803,0.0347715917604103,0.0272942488954982,-0.0043369101220302,0.0034965887060629,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135031,370,8,0.007477342864912,0.003183812423847,0.00443545458772,0.0031663201198959
139,Grid_sparse,49,0.0060236592885524,0.0031791767069661,0.0301506599146584,0.027982598753574,-0.0087247788807418,0.0059436164717341,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135047,400,9,0.0021680611610844,0.0028444825815862,0.0111118632335415,0.0126371301681194
140,Grid_sparse,121,0.0002652552045408,0.0002578719760891,0.0057796657881953,0.0067623616404026,0.0016001715418332,0.0043626271099539,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135104,344,0,0.0009826958522073,7.383228451692317e-06,0.0738060629508828,0.0096531525846031
141,Grid_sparse,121,0.0003182985290276,4.925693561377752e-05,0.0056384952024532,0.0030915826834423,-0.0010693765242959,0.0012619904966765,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135121,386,1,0.0025469125190109,0.0002690415934138,0.0323329089367174,0.0035927472056143
