index,method,n,mse_run,mse_method,mae_run,mae_method,me_run,me_method,hp,uid,epochs,fold,mae_diff,mse_diff,bias_method,bias_run
142,Grid_sparse,121,0.0008357692886085,0.0001363283344362,0.008444225501873,0.0052628107258332,-0.0022100220757766,0.0028894743355903,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135139,400,2,0.0031814147760397,0.0006994409541723,0.061242308655525,0.0058439543567718
143,Grid_sparse,121,0.0003751268911957,0.0003337038100775,0.0071304450866668,0.0069689868649389,0.0012613859247695,0.004805968519471,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135157,400,3,0.0001614582217278,4.142308111820581e-05,0.0692150725063032,0.0042414833181778
144,Grid_sparse,121,0.0291062989115217,0.0216384753192692,0.0845673897571176,0.0624713694748484,-0.0415522564521609,-0.0138238257449214,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135215,280,4,0.0220960202822691,0.0074678235922524,0.0088314058826398,0.0593201499618585
145,Grid_sparse,121,0.0009536713419512,0.0002458021340783,0.0099457457151667,0.0067446530536343,-0.0029806763783181,0.0031975714401097,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135229,323,5,0.0032010926615324,0.0007078692078729,0.041596315479298,0.0093160308813371
146,Grid_sparse,121,0.0003536812641829,0.0003076279074619,0.0071362444975072,0.0068095981468328,0.0009882841117449,0.0035295739070974,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135245,392,6,0.0003266463506744,4.605335672096852e-05,0.0404966248623009,0.0027615414907088
147,Grid_sparse,121,0.0286665484376557,0.0212767727422936,0.0837444136837822,0.0619224727745508,-0.0414020679678968,-0.0140378775907353,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135303,318,7,0.0218219409092314,0.007389775695362,0.0092618372926808,0.0597955221482719
148,Grid_sparse,121,0.0002407851540445,3.757543566402582e-05,0.0051939624469208,0.0027656493807302,-0.0001043738151752,0.0013447939164301,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135317,400,8,0.0024283130661906,0.0002032097183804,0.0481290674534765,4.524321002040616e-05
149,Grid_sparse,121,0.0005669372028459,0.0004221515094894,0.0084493507147057,0.0072339451032348,0.0002245900380573,0.0043485791097121,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135336,369,9,0.0012154056114709,0.0001447856933565,0.0447946764333338,8.897049786358643e-05
150,Grid_sparse,169,0.0001784511624828,8.356011709988146e-05,0.0041510950238725,0.0037479860830016,-0.0007508612387316,-0.0016627919793423,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135354,400,0,0.0004031089408709,9.489104538299282e-05,0.0330884788404533,0.003159366360999
151,Grid_sparse,169,0.000237720061888,0.0001285468816399,0.0050327256210266,0.0051041118324091,0.0001974312492074,-0.0015460498468806,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135413,400,1,7.138621138256217e-05,0.0001091731802481,0.018594539972857,0.0001639705873119
152,Grid_sparse,169,0.0001448930127221,2.0615081413055508e-05,0.0039089958438051,0.0021287556517998,0.0004731974281926,-1.617561450227324e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135432,400,2,0.0017802401920052,0.0001242779313091,1.2692188756550308e-05,0.0015453871918413
153,Grid_sparse,169,0.0002805992320418,0.0002365165206933,0.0052473183604345,0.0055249766615121,-0.000800610280185,-0.0023257052017821,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135453,400,3,0.0002776583010775,4.408271134850048e-05,0.0228690354049722,0.0022843142373335
154,Grid_sparse,169,0.0001858322348421,8.330542384207029e-05,0.0045116356888507,0.0040046032271082,-0.0004528299334427,-0.0015550183996852,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135513,400,4,0.0005070324617425,0.000102526811,0.0290267081281995,0.0011034412237249
155,Grid_sparse,169,0.0001830578865406,2.3145471349641104e-05,0.0042025629223597,0.0019372927684956,6.540414993969544e-05,-0.0009119672920979,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135532,400,5,0.002265270153864,0.000159912415191,0.0359329187681169,2.3368033523013267e-05
156,Grid_sparse,169,0.00022281771783,0.000141967765146,0.0052622907957669,0.0057046882414534,-0.0006420914087063,-0.0015592407793469,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135551,400,6,0.0004423974456865,8.084995268404873e-05,0.0171252382924958,0.0018503078711584
157,Grid_sparse,169,0.0001519297328093,7.911470392260269e-05,0.0041516086799489,0.0034526259300027,-0.0001046041178194,-0.0009488987222933,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135613,400,7,0.0006989827499462,7.281502888675968e-05,0.0113810548548695,7.202027715344098e-05
158,Grid_sparse,169,0.0002323304115304,0.0001322182957315,0.0049204769403583,0.0043619721278197,-0.000414842044978,-0.0018670450791361,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135633,400,8,0.0005585048125385,0.0001001121157989,0.0263644097682474,0.0007407292103856
159,Grid_sparse,169,0.0002740557764887,0.0001959528705889,0.00532474829858,0.006080698732857,-0.0012620544066562,-0.003262132814322,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135653,400,9,0.000755950434277,7.810290589986338e-05,0.0543064792380715,0.0058118874404596
160,Grid_sparse,529,2.4335503662992392e-05,8.244155108163117e-06,0.0017457147560659,0.0011645403017604,-0.0001144611735956,-0.0004295321308416,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135712,400,0,0.0005811744543055,1.6091348554829275e-05,0.0223792309830115,0.0005383640479492
161,Grid_sparse,529,2.991039825231128e-05,8.77886993857748e-06,0.0016055588400831,0.0011909970183804,0.0003607167777622,0.0002975731927389,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135739,400,1,0.0004145618217027,2.11315283137338e-05,0.0100866974515433,0.0043502126806063
162,Grid_sparse,529,3.724275853301334e-05,1.1960078957144112e-05,0.001936614068772,0.0013238516752708,5.059497442107472e-06,-4.413486842662309e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135806,400,2,0.0006127623935011,2.5282679575869224e-05,0.0001628656982963,6.87342059906776e-07
163,Grid_sparse,529,1.6539796223263698e-05,4.853309828451925e-06,0.0015265368991007,0.0010273571539422,0.0001952227328964,2.3348061613617665e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135833,400,3,0.0004991797451585,1.1686486394811771e-05,0.0001123216939329,0.0023042554409448
164,Grid_sparse,529,3.90010302666646e-05,9.685487255141886e-06,0.0018845421842283,0.0014209095913556,-0.0001950555924003,-0.000396686943842,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135900,400,4,0.0004636325928726,2.931554301152271e-05,0.0162470433618278,0.0009755302325734
165,Grid_sparse,529,3.8662134617333655e-05,3.74984449856702e-05,0.0022541806895831,0.0025960385549425,-0.0001125030483763,-0.0001277962729243,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135927,400,5,0.0003418578653594,1.163689631663457e-06,0.0004355350569764,0.0003273729197636
166,Grid_sparse,529,0.0002311121999376,0.00019581296956,0.0065564086687071,0.0061723892862105,-0.0003972534080586,-0.0007271680161061,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_135954,200,6,0.0003840193824966,3.529923037757238e-05,0.00270039990117,0.0006828296829712
167,Grid_sparse,529,1.7225354318482888e-05,1.1200697575908774e-05,0.0014922021377135,0.0013868209574576,-0.0003263153357941,-0.0004636003480811,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140009,400,7,0.0001053811802558,6.024656742574113e-06,0.0191885622555572,0.0061816840690582
168,Grid_sparse,529,3.383375591449848e-05,9.063551869080603e-06,0.0016524025441098,0.0011021708447918,3.2185460987693735e-05,4.117511038542668e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140036,400,8,0.000550231699318,2.477020404541788e-05,0.0001870557745728,3.0617466816518846e-05
169,Grid_sparse,529,3.993183322958981e-05,6.274104691183453e-06,0.0019657651118303,0.0011386534155068,-5.913884343726742e-05,-4.950520468203717e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140102,400,9,0.0008271116963234,3.365772853840636e-05,0.0003906159382476,8.75843285979173e-05
170,Grid_sparse,1849,5.315306906732186e-06,6.111337205462617e-06,0.0010130265869185,0.0010759834328232,-0.0001122591525815,-0.0001546337782925,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140130,400,0,6.295684590467017e-05,7.960302987304305e-07,0.0039126633967553,0.0023709105719483
171,Grid_sparse,1849,3.325820676198184e-06,2.6697411077694072e-06,0.0007679492423729,0.0007455644918671,0.0001281528702956,2.276687056099412e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140225,400,1,2.2384750505752347e-05,6.560795684287765e-07,0.0001941500595816,0.0049380768730412
172,Grid_sparse,1849,4.964992919178984e-06,3.864308682856722e-06,0.0008753089119775,0.0008697418744095,-7.044307207661395e-05,-0.0001526538979773,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140320,400,2,5.567037568030551e-06,1.1006842363222625e-06,0.006030370366391,0.0009994427956629
173,Grid_sparse,1849,6.233497165472303e-06,6.130141439000727e-06,0.0009481517475132,0.0009330031761493,0.0001030252180909,1.0710240227948424e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140414,400,3,1.5148571363857036e-05,1.033557264715757e-07,1.871233264057663e-05,0.0017027673681297
174,Grid_sparse,1849,8.436257404352075e-06,4.503763134261569e-06,0.0010532497949779,0.0009268492121714,-0.0001229165134466,-0.0001995103234622,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140510,400,4,0.0001264005828064,3.932494270090506e-06,0.0088380245544416,0.0017908971423858
175,Grid_sparse,1849,4.46843569079295e-06,4.378148957804035e-06,0.0007940879741594,0.0007704123765495,8.86889716978204e-05,5.309858249930296e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140605,400,5,2.367559760990234e-05,9.028673298891472e-08,0.0006439843620234,0.0017602879945265
176,Grid_sparse,1849,4.593264541749662e-06,4.9034912350403e-06,0.0008885204874905,0.0009947126274717,-1.5674106213282275e-05,-7.113778268655007e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140700,400,6,0.0001061921399812,3.102266932906375e-07,0.001032036947348,5.3486491655817135e-05
177,Grid_sparse,1849,3.8535912815781685e-06,3.1350864959325376e-06,0.0008183401471411,0.0008179462124492,-1.5126828453730836e-05,-7.627608994598425e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140754,400,7,3.939346919086236e-07,7.185047856456308e-07,0.0018557835342011,5.937862174498469e-05
178,Grid_sparse,1849,4.983984613411737e-06,3.070500572764987e-06,0.0008247563742324,0.0007548833245246,1.9295198083409644e-05,3.648255529084882e-06,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140850,400,8,6.987304970788204e-05,1.91348404064675e-06,4.33472265843382e-06,7.470020434576698e-05
179,Grid_sparse,1849,5.499234041415991e-06,4.954986645186588e-06,0.0009587869884175,0.0009491135351682,-2.12967590632607e-06,-4.819637333840627e-05,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_140946,400,9,9.673453249383852e-06,5.44247396229403e-07,0.000468798519413,8.247547625410617e-07
180,LatinHyperCube,25,0.0298462218151139,0.0372946088206618,0.0846391919267646,0.1042305213704571,-0.0486053364286633,-0.0736980974072565,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141041,160,0,0.0195913294436924,0.0074483870055478,0.1456352468413712,0.079155034897824
181,LatinHyperCube,25,0.0057744161674354,0.0053708468206767,0.028189167247317,0.0315690214690996,-0.0138260398645737,-0.0213419735605374,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141049,397,1,0.0033798542217825,0.0004035693467587,0.0848059627590137,0.0331045378084826
182,LatinHyperCube,25,0.0226681694666245,0.024013389218284,0.0778312167704455,0.0882176235178456,-0.0277427932918272,-0.0302495889301545,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141107,156,2,0.0103864067474001,0.0013452197516595,0.0381053095889774,0.0339534509289014
183,LatinHyperCube,25,0.0038588734984499,8.09520914818125e-05,0.0232312774235691,0.0052389198146601,-0.0079674949456731,-0.0036939800487626,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141114,400,3,0.017992357608909,0.0037779214069681,0.1685625207561479,0.0164506495833114
184,LatinHyperCube,25,0.0041217732351002,0.0025284143262737,0.0265765769148908,0.0254660796045403,-0.0087133896894022,-0.0184018035214083,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141131,400,4,0.0011104973103504,0.0015933589088264,0.1339283555395615,0.0184200235065902
185,LatinHyperCube,25,0.0263212232625519,0.0210940146086472,0.08555322103295,0.0748514004751715,-0.0243059744016119,-0.0030742688759771,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141147,244,5,0.0107018205577784,0.0052272086539046,0.0004480479082406,0.0224450203441849
186,LatinHyperCube,25,0.0281221152442412,0.0218360089917924,0.0844052895516197,0.0859871653756709,-0.0381072517491728,-0.0642483404769754,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141159,264,6,0.0015818758240511,0.0062861062524487,0.1890386313541499,0.0516377457123254
187,LatinHyperCube,25,0.0203589055347168,0.0252471468799403,0.073500041024431,0.0771538584612547,-0.0280917995586144,-0.0325065251696585,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141210,210,7,0.0036538174368237,0.0048882413452235,0.0418532115185342,0.0387618676797572
188,LatinHyperCube,25,0.0195829066410782,0.0211017952730934,0.0688214969138225,0.0856168256874516,-0.0400979670319558,-0.0544141261656231,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141220,400,8,0.016795328773629,0.0015188886320152,0.1403149394660152,0.0821046124339426
189,LatinHyperCube,25,0.014023146196542,0.020624464441823,0.0635358498666813,0.0581448938284155,-0.0108922106317532,-0.0323481624698864,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141236,231,9,0.0053909560382658,0.006601318245281,0.0507360381710679,0.0084603163073158
190,LatinHyperCube,49,0.0230310257801801,0.0288013076445116,0.0906624815646711,0.1037831795446523,0.029295659742263,0.0167058377208639,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141248,400,0,0.0131206979799811,0.0057702818643315,0.0096900119050331,0.0372643271700484
191,LatinHyperCube,49,0.0069926745009575,0.0030450282123378,0.0399531147305703,0.0292580262495906,0.0088078286526116,0.0187310971599003,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141306,400,1,0.0106950884809797,0.0039476462886196,0.1152219212262244,0.0110941594039796
192,LatinHyperCube,49,0.0083262710384695,0.0063919135908611,0.0437699119324839,0.0382163727875251,-0.0167399097447018,-0.0131591192139742,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141323,229,2,0.0055535391449588,0.0019343574476084,0.0270908572254739,0.0336554715749767
193,LatinHyperCube,49,0.0054679387426221,0.0094872293141661,0.0319720687877426,0.043731804674185,-0.0072447950603408,-0.009483075953436,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141333,400,3,0.0117597358864424,0.0040192905715439,0.0094789244109824,0.0095990569640451
194,LatinHyperCube,49,0.0071585492145881,0.0079096182785,0.0358334498696285,0.0381567752429468,-0.0157237830676572,-0.0273022103145568,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141353,400,4,0.0023233253733182,0.0007510690639118,0.0942410444871249,0.0345373547834117
195,LatinHyperCube,49,0.0327801787244581,0.0314975397295616,0.0869922977930867,0.0809667110893136,-0.0599007700556275,-0.051021964006716,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141411,329,5,0.006025586703773,0.0012826389948965,0.0826490206363448,0.1094595085468519
196,LatinHyperCube,49,0.0329205851888197,0.0609445529284572,0.0869094720923385,0.1397773397436734,-0.0607473312705607,-0.1242690548744702,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141426,203,6,0.0528678676513349,0.0280239677396375,0.2533909473012686,0.1120951597709902
197,LatinHyperCube,49,0.0061467546123167,0.0196139124132906,0.0314275693107404,0.0569525014910792,-0.0108335848455227,-0.0474161783802338,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141435,262,7,0.0255249321803387,0.0134671578009738,0.1146275115750334,0.0190940696363513
198,LatinHyperCube,49,0.0058328079293246,0.0016671039553833,0.030622611147461,0.0227702348384188,-0.0092647716136442,-0.0115660726247368,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141448,400,8,0.0078523763090422,0.0041657039739413,0.0802433678647999,0.014716067131483
199,LatinHyperCube,49,0.0054312520437149,0.0008526888541785,0.0251675754349235,0.0149671842892398,-0.0160941925771502,-0.006094876321426,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141506,400,9,0.0102003911456837,0.0045785631895363,0.0435651494580237,0.0476912197455727
200,LatinHyperCube,121,0.0006216051489407,0.0015400734017398,0.0061090632920329,0.0092337191774149,-0.0022303246398657,-0.005452189290257,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141524,400,0,0.0031246558853819,0.0009184682527991,0.019301916404251,0.0080024240591776
201,LatinHyperCube,121,9.965320817413112e-05,9.80572924747419e-06,0.0031735898385946,0.0016396610764001,-0.0006446561327114,-0.0004273449603702,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141542,400,1,0.0015339287621944,8.984747892665694e-05,0.0186241849580848,0.0041702774758264
202,LatinHyperCube,121,0.0009288260270625,0.0017374638242904,0.007283896694404,0.0115886833372545,-0.0032623480568026,-0.0036557232528285,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141604,400,2,0.0043047866428504,0.0008086377972278,0.0076918507967955,0.0114584588864102
203,LatinHyperCube,121,0.0026335473436951,0.0031414606916256,0.0157621840316821,0.0187876857205844,-0.0080529348737877,-0.0067514647339301,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141623,400,3,0.0030255016889023,0.0005079133479304,0.014509898587945,0.0246244899438471
204,LatinHyperCube,121,0.0018242776611384,6.358163559424393e-05,0.0109517960928124,0.0032667646138508,-0.0070734526567245,-0.0006654035556779,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141641,400,4,0.0076850314789615,0.0017606960255442,0.0069636757181647,0.0274265993344999
205,LatinHyperCube,121,8.036094660245558e-05,3.37901471697048e-05,0.0032126821629471,0.0025244227469062,-0.0004179479445124,-0.000268026529797,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141659,400,5,0.0006882594160409,4.657079943275078e-05,0.0021260108846003,0.0021736986895675
206,LatinHyperCube,121,0.0004203572595987,0.0003268698385841,0.0065115241256776,0.0065795145331345,-0.0009058218259507,-0.0036840254613828,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141717,400,6,6.799040745684298e-05,9.348742101458284e-05,0.0415212479037633,0.0019519424528361
207,LatinHyperCube,121,0.0002369533162301,0.000193831425971,0.0052601615870719,0.0049487242678232,0.0015321549698887,0.0013934467321086,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141737,400,7,0.0003114373192487,4.312189025914973e-05,0.0100174354364721,0.0099070099085438
208,LatinHyperCube,121,0.0001967028873338,0.0002619282172997,0.0044091019239973,0.0058067283907458,-0.0011474673944493,0.0014700679300367,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141756,400,8,0.0013976264667485,6.52253299658944e-05,0.0082507327435036,0.006693757469303
209,LatinHyperCube,121,0.0004183267654389,0.0007833499023754,0.0064166663281969,0.0112169922927398,-0.0007261855982779,-0.0014155679231815,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141814,400,9,0.0048003259645428,0.0003650231369365,0.0025580299928088,0.0012606066996286
210,LatinHyperCube,169,0.0001890242279742,0.0005059445021114,0.003419338381228,0.0058100859047978,-0.0007427593685167,-0.0036888697387619,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 0.0001, 'n_epochs': 400}",20240626_141832,400,0,0.0023907475235697,0.0003169202741372,0.0268957561407695,0.0029186283971735
