,method,n,mse_run,mse_method,mae_run,mae_method,hp,uid,epochs,mae_diff,mse_diff
10,Grid,529,1.0202755866209269e-05,7.776041967336754e-06,0.0012992304461298346,0.0011278133675218828,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_123849,400.0,0.00017141707860795184,2.4267138988725145e-06
11,Grid,1849,7.739500794189998e-06,4.167782894647392e-06,0.0010310671110915623,0.000798526181351448,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_123953,400.0,0.00023254092974011426,3.5717178995426066e-06
12,LatinHyperCube,25,0.004010664443674155,0.0008783790212354154,0.028598459871557094,0.020399332389973518,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124114,400.0,0.008199127481583576,0.0031322854224387396
13,LatinHyperCube,49,0.004474314105632671,0.0024245879182362693,0.028832846124893292,0.025262802839111097,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124211,400.0,0.003570043285782195,0.0020497261873964018
14,LatinHyperCube,121,0.000824680455945511,0.0003881775459744181,0.009191340227536515,0.0068293626553837024,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124309,400.0,0.0023619775721528125,0.0004365029099710929
15,LatinHyperCube,169,0.0001422416022053628,0.00011714907071731303,0.0034373704818783436,0.00404242118926065,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124406,400.0,0.0006050507073823061,2.509253148804976e-05
16,LatinHyperCube,529,1.644361272509428e-05,9.68583515699667e-06,0.0012787574029024349,0.0012250490824062899,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124504,400.0,5.3708320496145e-05,6.75777756809761e-06
17,LatinHyperCube,1849,0.00011071470080041914,0.00011849038314679132,0.00518282869929139,0.0053828160869326125,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124606,183.0,0.0001999873876412225,7.77568234637218e-06
18,OrtogonalLatinHyperCube,25,0.005696170203302407,0.002400924946504757,0.03510020253402273,0.0320619537659928,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124644,400.0,0.0030382487680299317,0.0032952452567976505
19,OrtogonalLatinHyperCube,49,0.005121089308773329,0.0016434374226084183,0.021724143329778064,0.017800712559121024,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124743,400.0,0.00392343077065704,0.0034776518861649106
20,OrtogonalLatinHyperCube,121,0.0001224408461758171,0.0003277627674708014,0.003482296530257696,0.005241665527640964,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124841,400.0,0.0017593689973832683,0.00020532192129498432
21,OrtogonalLatinHyperCube,169,0.00011160385810277105,0.0001304438392673357,0.0032471332047489024,0.004796837036798813,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_124940,400.0,0.0015497038320499107,1.8839981164564648e-05
22,OrtogonalLatinHyperCube,529,1.4057130313842678e-05,1.2476161229901763e-05,0.0011477920093305235,0.0011964534584944673,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125039,400.0,4.866144916394386e-05,1.580969083940915e-06
23,OrtogonalLatinHyperCube,1849,2.901228508196788e-06,3.0588044933603667e-06,0.0008145325227129352,0.0008791467119966028,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125143,400.0,6.461418928366757e-05,1.5757598516357859e-07
24,GREEDYFP,25,0.029189977488999173,0.04931294793805286,0.08428518166233043,0.12021054253719701,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125305,400.0,0.035925360874866585,0.020122970449053687
25,GREEDYFP,49,0.0016134524445211326,0.0018187005516427286,0.02096202133168608,0.024633097880882193,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125402,400.0,0.0036710765491961145,0.000205248107121596
26,GREEDYFP,121,4.9357593027659235e-05,4.203098443223128e-05,0.0029116613681359036,0.003064487502073398,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125459,400.0,0.00015282613393749435,7.326608595427957e-06
27,GREEDYFP,169,6.375667451982211e-05,0.0002364770989385892,0.0026044832491474326,0.005079724475664957,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125558,400.0,0.0024752412265175243,0.00017272042441876707
28,GREEDYFP,529,1.2555267965251487e-05,3.214559662025772e-05,0.0013981747454693977,0.0019944548117120046,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125656,400.0,0.0005962800662426069,1.9590328655006232e-05
29,GREEDYFP,1849,2.7077213862453035e-06,3.4228254480710034e-06,0.0007928403330497275,0.00087903240384919,"{'units': [256, 256, 256, 128, 64], 'act_fun': 'relu', 'learning_rate': 0.005, 'batch_size': 32, 'l2_reg': 1e-08, 'n_epochs': 400}",20240608_125843,400.0,8.619207079946245e-05,7.151040618257e-07
